,Unnamed: 0.1,Unnamed: 0,ID_do_cliente,Idade,Gênero,Item_comprado,Categoria,Valor_da_compra_(USD),Localização,Tamanho,Cor,Temporada,Avaliação_da_avaliação,Status_da_assinatura,Método_de_pagamento,Tipo_de_envio,Desconto_aplicado,Código_promocional_usado,Compras_Anteriores,Método_de_pagamento_preferido,Frequência_de_compras
671,671,671,672,38,Masculino,Jaqueta,Agasalhos,30,Iowa,L,Black,Inverno,4.7,Yes,PayPal,Express,Yes,Yes,45,Cash,Semanal
672,672,672,673,59,Masculino,Meias,Roupas,53,Washington,M,Peach,Inverno,3.3,Yes,Cash,2-Day Shipping,Yes,Yes,29,Cash,Trimestral
673,673,673,674,35,Masculino,Camisa,Roupas,66,Oklahoma,M,Indigo,Primavera,4.2,Yes,Cash,Free Shipping,Yes,Yes,27,Venmo,Cada 2 semanas
674,674,674,675,48,Masculino,Jóias,Acessórios,33,Washington,XL,Beige,Inverno,4.7,Yes,Venmo,Store Pickup,Yes,Yes,36,Bank Transfer,Anual
675,675,675,676,64,Masculino,Óculos de sol,Acessórios,86,Arkansas,M,Yellow,Primavera,2.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,9,Cash,Anual
676,676,676,677,28,Masculino,Calças,Roupas,60,Connecticut,M,Peach,Inverno,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,38,Venmo,Cada 2 semanas
677,677,677,678,60,Masculino,Meias,Roupas,62,Washington,S,Turquoise,Verão,2.7,Yes,PayPal,Express,Yes,Yes,41,PayPal,Anual
678,678,678,679,27,Masculino,Blusa,Roupas,74,Maine,M,Teal,Outono,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,25,Debit Card,Cada 3 meses
679,679,679,680,56,Masculino,Sandálias,Calçados,95,Michigan,M,Turquoise,Outono,3.4,Yes,PayPal,Express,Yes,Yes,37,Venmo,Quinzenal
680,680,680,681,58,Masculino,Tênis,Calçados,25,Tennessee,M,Magenta,Primavera,4.2,Yes,Venmo,Express,Yes,Yes,3,PayPal,Anual
681,681,681,682,30,Masculino,Camisa,Roupas,59,Louisiana,XL,Purple,Inverno,3.8,Yes,PayPal,2-Day Shipping,Yes,Yes,24,Credit Card,Cada 3 meses
682,682,682,683,23,Masculino,Jaqueta,Agasalhos,29,Missouri,M,Brown,Verão,4.0,Yes,Debit Card,Standard,Yes,Yes,49,Credit Card,Cada 2 semanas
683,683,683,684,33,Masculino,Sandálias,Calçados,36,Michigan,S,Violet,Inverno,2.7,Yes,Venmo,Free Shipping,Yes,Yes,3,Bank Transfer,Mensal
684,684,684,685,63,Masculino,Chapéu,Acessórios,82,Alabama,M,Yellow,Verão,4.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Mensal
685,685,685,686,70,Masculino,Blusa,Roupas,71,Massachusetts,XL,Magenta,Inverno,3.5,Yes,Credit Card,Standard,Yes,Yes,32,Cash,Quinzenal
686,686,686,687,70,Masculino,Suéter,Roupas,35,Indiana,L,Beige,Outono,3.0,Yes,PayPal,2-Day Shipping,Yes,Yes,33,Venmo,Quinzenal
687,687,687,688,19,Masculino,Luvas,Acessórios,38,West Virginia,XL,Turquoise,Inverno,3.3,Yes,Cash,Free Shipping,Yes,Yes,46,Bank Transfer,Trimestral
688,688,688,689,25,Masculino,Lenço,Acessórios,59,Michigan,S,Peach,Verão,4.7,Yes,Cash,Store Pickup,Yes,Yes,44,Venmo,Mensal
689,689,689,690,19,Masculino,Hoodie,Roupas,91,Pennsylvania,M,Orange,Verão,4.7,Yes,Cash,Express,Yes,Yes,35,Credit Card,Cada 3 meses
690,690,690,691,25,Masculino,Shorts,Roupas,68,Alaska,XL,Red,Primavera,4.8,Yes,Bank Transfer,Standard,Yes,Yes,45,Bank Transfer,Semanal
691,691,691,692,60,Masculino,Mochila,Acessórios,21,Massachusetts,L,Silver,Verão,2.9,Yes,Credit Card,Standard,Yes,Yes,37,PayPal,Cada 2 semanas
692,692,692,693,35,Masculino,Óculos de sol,Acessórios,95,North Dakota,M,Cyan,Primavera,4.0,Yes,Venmo,2-Day Shipping,Yes,Yes,40,Debit Card,Cada 3 meses
693,693,693,694,46,Masculino,Shorts,Roupas,52,Vermont,L,Turquoise,Primavera,3.1,Yes,Credit Card,Free Shipping,Yes,Yes,30,Cash,Cada 3 meses
694,694,694,695,41,Masculino,Vestido,Roupas,21,Kentucky,S,Charcoal,Outono,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Cada 3 meses
695,695,695,696,30,Masculino,Shorts,Roupas,67,Nevada,XL,Peach,Verão,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Cada 3 meses
696,696,696,697,44,Masculino,Cinto,Acessórios,42,Utah,L,Green,Outono,2.8,Yes,Bank Transfer,Standard,Yes,Yes,49,Cash,Mensal
697,697,697,698,61,Masculino,Lenço,Acessórios,63,North Dakota,XL,Brown,Verão,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,40,Debit Card,Trimestral
698,698,698,699,55,Masculino,Botas,Calçados,41,Iowa,M,Yellow,Inverno,3.8,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Semanal
699,699,699,700,50,Masculino,Bolsa,Acessórios,46,Connecticut,M,Charcoal,Outono,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,5,PayPal,Semanal
700,700,700,701,57,Masculino,Calças,Roupas,79,Wisconsin,L,Olive,Inverno,4.1,Yes,Venmo,Standard,Yes,Yes,5,PayPal,Mensal
701,701,701,702,51,Masculino,Botas,Calçados,90,Idaho,L,Red,Outono,3.3,Yes,Cash,Next Day Air,Yes,Yes,5,Debit Card,Cada 3 meses
702,702,702,703,18,Masculino,Camisa,Roupas,71,Montana,M,White,Inverno,3.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,1,Cash,Semanal
703,703,703,704,63,Masculino,Vestido,Roupas,87,Connecticut,L,Pink,Verão,3.0,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Semanal
704,704,704,705,34,Masculino,Hoodie,Roupas,66,Idaho,S,Black,Primavera,3.2,Yes,Venmo,Express,Yes,Yes,18,PayPal,Anual
705,705,705,706,25,Masculino,Calças,Roupas,90,Arkansas,XL,Indigo,Verão,4.5,Yes,PayPal,Free Shipping,Yes,Yes,49,Cash,Trimestral
706,706,706,707,46,Masculino,Jeans,Roupas,47,Iowa,L,Turquoise,Verão,4.8,Yes,Venmo,Express,Yes,Yes,27,Debit Card,Semanal
707,707,707,708,59,Masculino,Camisa,Roupas,38,Louisiana,L,Purple,Primavera,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Anual
708,708,708,709,37,Masculino,Mochila,Acessórios,50,Kentucky,L,Beige,Verão,3.4,Yes,Cash,Store Pickup,Yes,Yes,19,Cash,Quinzenal
709,709,709,710,49,Masculino,Jaqueta,Agasalhos,79,Massachusetts,L,Charcoal,Verão,4.6,Yes,Debit Card,Standard,Yes,Yes,23,Debit Card,Mensal
710,710,710,711,22,Masculino,Lenço,Acessórios,91,Virginia,L,Turquoise,Primavera,4.1,Yes,Bank Transfer,Standard,Yes,Yes,26,PayPal,Quinzenal
711,711,711,712,64,Masculino,Botas,Calçados,60,New Hampshire,M,Maroon,Primavera,3.5,Yes,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Cada 2 semanas
712,712,712,713,42,Masculino,Blusa,Roupas,81,New Hampshire,XL,Black,Verão,3.8,Yes,Credit Card,Next Day Air,Yes,Yes,36,Bank Transfer,Trimestral
713,713,713,714,37,Masculino,Hoodie,Roupas,90,Oregon,M,Lavender,Verão,2.6,Yes,Bank Transfer,Express,Yes,Yes,39,Bank Transfer,Cada 2 semanas
714,714,714,715,26,Masculino,Jaqueta,Agasalhos,70,South Dakota,M,Magenta,Outono,4.4,Yes,Venmo,Store Pickup,Yes,Yes,40,Debit Card,Quinzenal
715,715,715,716,33,Masculino,Jeans,Roupas,63,Delaware,L,Green,Primavera,2.6,Yes,Venmo,Express,Yes,Yes,37,Debit Card,Trimestral
716,716,716,717,30,Masculino,Jóias,Acessórios,29,Missouri,M,Olive,Primavera,3.6,Yes,PayPal,Express,Yes,Yes,9,Venmo,Cada 2 semanas
717,717,717,718,21,Masculino,Meias,Roupas,90,Alaska,L,Green,Primavera,4.2,Yes,Debit Card,Express,Yes,Yes,7,Venmo,Cada 3 meses
718,718,718,719,22,Masculino,Camisa,Roupas,22,Florida,M,Peach,Verão,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Anual
719,719,719,720,63,Masculino,Shorts,Roupas,22,Mississippi,L,Turquoise,Verão,3.3,Yes,Venmo,Next Day Air,Yes,Yes,42,Venmo,Cada 2 semanas
720,720,720,721,33,Masculino,Jóias,Acessórios,62,New Mexico,L,Orange,Outono,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,19,Debit Card,Semanal
721,721,721,722,43,Masculino,Blusa,Roupas,57,California,L,Silver,Verão,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Cada 3 meses
722,722,722,723,27,Masculino,Suéter,Roupas,32,Wyoming,S,Blue,Verão,4.3,Yes,PayPal,Store Pickup,Yes,Yes,50,Cash,Cada 2 semanas
723,723,723,724,35,Masculino,Jóias,Acessórios,53,Missouri,L,Cyan,Outono,3.5,Yes,Cash,Express,Yes,Yes,43,PayPal,Mensal
724,724,724,725,37,Masculino,T-shirt,Roupas,79,New Hampshire,XL,Green,Outono,4.7,Yes,Cash,Store Pickup,Yes,Yes,36,Venmo,Cada 3 meses
725,725,725,726,61,Masculino,Chapéu,Acessórios,61,Texas,L,Silver,Inverno,3.1,Yes,Cash,Standard,Yes,Yes,33,Debit Card,Quinzenal
726,726,726,727,32,Masculino,Shorts,Roupas,78,North Dakota,L,Yellow,Verão,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Cada 3 meses
727,727,727,728,62,Masculino,Suéter,Roupas,97,Arkansas,S,Gray,Inverno,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Venmo,Cada 3 meses
728,728,728,729,29,Masculino,Jeans,Roupas,78,Nebraska,M,Pink,Inverno,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,12,PayPal,Cada 3 meses
729,729,729,730,41,Masculino,Óculos de sol,Acessórios,56,Minnesota,L,Beige,Verão,3.2,Yes,Venmo,Express,Yes,Yes,46,PayPal,Cada 3 meses
730,730,730,731,48,Masculino,Botas,Calçados,25,Massachusetts,M,Indigo,Verão,3.9,Yes,Venmo,Standard,Yes,Yes,28,Venmo,Quinzenal
731,731,731,732,43,Masculino,Casaco,Agasalhos,28,Arkansas,M,Red,Primavera,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,30,PayPal,Quinzenal
732,732,732,733,34,Masculino,Camisa,Roupas,57,New Hampshire,L,Blue,Primavera,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Cada 2 semanas
733,733,733,734,45,Masculino,Vestido,Roupas,36,Rhode Island,L,Cyan,Outono,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,Cada 2 semanas
734,734,734,735,65,Masculino,Camisa,Roupas,69,New Jersey,S,Violet,Inverno,3.1,Yes,Venmo,Express,Yes,Yes,39,Bank Transfer,Cada 3 meses
735,735,735,736,61,Masculino,Óculos de sol,Acessórios,48,Montana,M,Orange,Outono,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Cada 2 semanas
736,736,736,737,18,Masculino,Vestido,Roupas,58,Colorado,L,Maroon,Primavera,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,Cada 3 meses
737,737,737,738,47,Masculino,Óculos de sol,Acessórios,24,Nebraska,M,Teal,Primavera,3.6,Yes,PayPal,Store Pickup,Yes,Yes,28,PayPal,Anual
738,738,738,739,56,Masculino,Óculos de sol,Acessórios,31,Minnesota,L,Orange,Inverno,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,Trimestral
739,739,739,740,64,Masculino,Shorts,Roupas,29,Minnesota,S,Purple,Verão,3.5,Yes,Cash,Free Shipping,Yes,Yes,26,Venmo,Cada 2 semanas
740,740,740,741,26,Masculino,Jeans,Roupas,69,South Dakota,M,Orange,Verão,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,Quinzenal
741,741,741,742,22,Masculino,T-shirt,Roupas,79,West Virginia,XL,Yellow,Verão,4.7,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Cada 3 meses
742,742,742,743,64,Masculino,Calças,Roupas,39,Nevada,M,Charcoal,Verão,3.1,Yes,Debit Card,Express,Yes,Yes,21,Debit Card,Trimestral
743,743,743,744,21,Masculino,Óculos de sol,Acessórios,84,North Carolina,L,Gray,Outono,4.9,Yes,PayPal,Free Shipping,Yes,Yes,36,Cash,Semanal
744,744,744,745,67,Masculino,Botas,Calçados,66,Illinois,S,Charcoal,Primavera,4.1,Yes,Debit Card,Next Day Air,Yes,Yes,42,Debit Card,Cada 2 semanas
745,745,745,746,46,Masculino,T-shirt,Roupas,92,Michigan,L,Orange,Outono,4.7,Yes,Credit Card,Standard,Yes,Yes,4,Venmo,Mensal
746,746,746,747,40,Masculino,Sandálias,Calçados,45,Michigan,M,Red,Inverno,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,Anual
747,747,747,748,51,Masculino,Shorts,Roupas,74,Oklahoma,L,Gold,Primavera,4.4,Yes,Venmo,Next Day Air,Yes,Yes,13,Bank Transfer,Semanal
748,748,748,749,35,Masculino,Chapéu,Acessórios,39,South Dakota,L,Brown,Outono,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,Trimestral
749,749,749,750,56,Masculino,Lenço,Acessórios,71,Oklahoma,M,Olive,Inverno,3.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Trimestral
750,750,750,751,25,Masculino,T-shirt,Roupas,95,Maryland,L,Violet,Outono,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,5,Venmo,Anual
751,751,751,752,65,Masculino,Luvas,Acessórios,72,Ohio,L,Indigo,Outono,4.8,Yes,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,Mensal
752,752,752,753,39,Masculino,Lenço,Acessórios,85,Ohio,L,Yellow,Outono,4.2,Yes,Cash,2-Day Shipping,Yes,Yes,17,PayPal,Cada 3 meses
753,753,753,754,47,Masculino,Botas,Calçados,54,Massachusetts,M,Teal,Outono,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,27,Venmo,Trimestral
754,754,754,755,36,Masculino,Luvas,Acessórios,41,North Carolina,L,Pink,Primavera,2.9,Yes,Cash,Store Pickup,Yes,Yes,3,Debit Card,Trimestral
755,755,755,756,66,Masculino,Casaco,Agasalhos,24,Florida,M,Violet,Primavera,3.3,Yes,Venmo,Free Shipping,Yes,Yes,22,PayPal,Semanal
756,756,756,757,62,Masculino,Cinto,Acessórios,99,Montana,S,Orange,Verão,4.8,Yes,Cash,Standard,Yes,Yes,24,Cash,Quinzenal
757,757,757,758,41,Masculino,Hoodie,Roupas,32,Minnesota,M,Red,Outono,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,18,Debit Card,Trimestral
758,758,758,759,66,Masculino,Sapatos,Calçados,71,Massachusetts,L,Peach,Verão,4.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,39,Bank Transfer,Cada 3 meses
759,759,759,760,51,Masculino,Vestido,Roupas,49,Rhode Island,XL,Green,Inverno,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,25,Credit Card,Quinzenal
760,760,760,761,33,Masculino,Luvas,Acessórios,50,Minnesota,XL,Violet,Outono,3.4,Yes,Credit Card,Free Shipping,Yes,Yes,6,Cash,Anual
761,761,761,762,57,Masculino,Jóias,Acessórios,91,Nevada,L,Yellow,Outono,4.2,Yes,Credit Card,Express,Yes,Yes,26,Bank Transfer,Semanal
762,762,762,763,45,Masculino,Cinto,Acessórios,46,New Mexico,M,Pink,Outono,3.9,Yes,Credit Card,Standard,Yes,Yes,43,Debit Card,Quinzenal
763,763,763,764,61,Masculino,Suéter,Roupas,50,North Carolina,M,Brown,Primavera,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Mensal
764,764,764,765,55,Masculino,Saia,Roupas,39,Virginia,XL,Silver,Outono,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,Trimestral
765,765,765,766,54,Masculino,Tênis,Calçados,99,Alaska,M,Pink,Verão,3.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,13,Cash,Trimestral
766,766,766,767,57,Masculino,Luvas,Acessórios,48,Nevada,M,Cyan,Inverno,3.6,Yes,PayPal,Next Day Air,Yes,Yes,13,PayPal,Mensal
767,767,767,768,27,Masculino,Casaco,Agasalhos,77,Pennsylvania,M,Brown,Outono,2.5,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Anual
768,768,768,769,64,Masculino,Mochila,Acessórios,95,Illinois,XL,Red,Primavera,2.6,Yes,PayPal,Express,Yes,Yes,45,Venmo,Semanal
769,769,769,770,52,Masculino,Meias,Roupas,100,Delaware,M,Silver,Primavera,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,8,PayPal,Mensal
770,770,770,771,19,Masculino,Tênis,Calçados,54,Vermont,M,Gray,Primavera,3.3,Yes,Venmo,Express,Yes,Yes,8,Credit Card,Anual
771,771,771,772,22,Masculino,Suéter,Roupas,68,Hawaii,L,Cyan,Outono,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,34,Bank Transfer,Quinzenal
772,772,772,773,18,Masculino,Jeans,Roupas,22,Illinois,L,Teal,Outono,3.6,Yes,Cash,Free Shipping,Yes,Yes,40,Debit Card,Cada 2 semanas
773,773,773,774,29,Masculino,Chapéu,Acessórios,84,California,L,Indigo,Inverno,2.6,Yes,Venmo,Express,Yes,Yes,14,Debit Card,Cada 2 semanas
774,774,774,775,42,Masculino,Chapéu,Acessórios,46,Nevada,M,Yellow,Verão,3.5,Yes,Credit Card,Standard,Yes,Yes,11,Credit Card,Trimestral
775,775,775,776,49,Masculino,Bolsa,Acessórios,53,Kentucky,S,Gold,Inverno,3.0,Yes,PayPal,Store Pickup,Yes,Yes,8,PayPal,Mensal
776,776,776,777,49,Masculino,Camisa,Roupas,60,Alabama,M,Maroon,Primavera,5.0,Yes,PayPal,Standard,Yes,Yes,8,Venmo,Cada 3 meses
777,777,777,778,55,Masculino,Meias,Roupas,32,Wyoming,XL,Silver,Primavera,2.5,Yes,Credit Card,Express,Yes,Yes,37,Venmo,Semanal
778,778,778,779,29,Masculino,Meias,Roupas,50,Massachusetts,M,Yellow,Verão,2.9,Yes,Cash,Store Pickup,Yes,Yes,23,Debit Card,Anual
779,779,779,780,60,Masculino,Vestido,Roupas,94,Utah,M,Blue,Primavera,4.6,Yes,Credit Card,Express,Yes,Yes,38,Cash,Anual
780,780,780,781,34,Masculino,Sapatos,Calçados,26,New York,M,Turquoise,Primavera,3.6,Yes,Venmo,Free Shipping,Yes,Yes,38,Cash,Trimestral
781,781,781,782,30,Masculino,Lenço,Acessórios,44,Vermont,L,Indigo,Inverno,3.0,Yes,PayPal,Store Pickup,Yes,Yes,12,Credit Card,Quinzenal
782,782,782,783,28,Masculino,Hoodie,Roupas,57,Hawaii,M,Green,Verão,4.5,Yes,PayPal,Standard,Yes,Yes,15,Cash,Semanal
783,783,783,784,63,Masculino,T-shirt,Roupas,65,Louisiana,L,Purple,Inverno,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,38,PayPal,Quinzenal
784,784,784,785,31,Masculino,Jeans,Roupas,72,Alabama,M,Peach,Inverno,3.2,Yes,Debit Card,Store Pickup,Yes,Yes,41,Bank Transfer,Cada 3 meses
785,785,785,786,46,Masculino,Shorts,Roupas,62,Louisiana,S,Purple,Primavera,4.0,Yes,Bank Transfer,Next Day Air,Yes,Yes,37,PayPal,Quinzenal
786,786,786,787,70,Masculino,Chapéu,Acessórios,21,Indiana,S,Teal,Inverno,4.8,Yes,Credit Card,Express,Yes,Yes,16,Bank Transfer,Cada 3 meses
787,787,787,788,53,Masculino,Bolsa,Acessórios,85,Michigan,S,Green,Primavera,3.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,25,Venmo,Semanal
788,788,788,789,50,Masculino,Calças,Roupas,51,Rhode Island,XL,Yellow,Verão,3.8,Yes,Venmo,Store Pickup,Yes,Yes,18,Bank Transfer,Trimestral
789,789,789,790,33,Masculino,Bolsa,Acessórios,84,Idaho,S,Purple,Outono,2.7,Yes,Venmo,Standard,Yes,Yes,4,Credit Card,Cada 2 semanas
790,790,790,791,22,Masculino,Suéter,Roupas,37,Louisiana,M,Indigo,Verão,4.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Bank Transfer,Trimestral
791,791,791,792,50,Masculino,Lenço,Acessórios,44,North Carolina,S,Magenta,Verão,3.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,35,PayPal,Quinzenal
792,792,792,793,34,Masculino,Tênis,Calçados,45,New Jersey,M,Violet,Primavera,4.2,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Semanal
793,793,793,794,24,Masculino,Calças,Roupas,35,Alabama,L,Maroon,Verão,3.8,Yes,Cash,Free Shipping,Yes,Yes,16,Credit Card,Mensal
794,794,794,795,69,Masculino,Mochila,Acessórios,50,Kentucky,XL,Yellow,Inverno,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,Quinzenal
795,795,795,796,39,Masculino,Sandálias,Calçados,26,New York,M,Beige,Verão,4.6,Yes,Cash,Store Pickup,Yes,Yes,34,Venmo,Anual
796,796,796,797,42,Masculino,Meias,Roupas,78,Arizona,XL,Black,Outono,4.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,43,Credit Card,Anual
797,797,797,798,42,Masculino,Casaco,Agasalhos,82,Maryland,M,Violet,Outono,4.0,Yes,Cash,2-Day Shipping,Yes,Yes,38,Debit Card,Semanal
798,798,798,799,29,Masculino,Meias,Roupas,39,Alaska,M,Violet,Primavera,3.8,Yes,Cash,2-Day Shipping,Yes,Yes,48,PayPal,Cada 3 meses
799,799,799,800,55,Masculino,Cinto,Acessórios,55,Nevada,L,Brown,Verão,3.3,Yes,Venmo,Free Shipping,Yes,Yes,31,PayPal,Anual
800,800,800,801,32,Masculino,Meias,Roupas,20,Utah,S,Gold,Verão,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,20,Cash,Cada 3 meses
801,801,801,802,25,Masculino,Cinto,Acessórios,29,New Mexico,L,Blue,Outono,4.9,Yes,Credit Card,Express,Yes,Yes,12,Credit Card,Quinzenal
802,802,802,803,38,Masculino,Calças,Roupas,41,Delaware,M,Teal,Inverno,3.5,Yes,Venmo,Next Day Air,Yes,Yes,2,Bank Transfer,Semanal
803,803,803,804,32,Masculino,Shorts,Roupas,38,Connecticut,L,Silver,Inverno,2.8,Yes,Credit Card,Express,Yes,Yes,30,Venmo,Cada 3 meses
804,804,804,805,43,Masculino,Botas,Calçados,47,Mississippi,M,Maroon,Verão,2.6,Yes,Cash,Store Pickup,Yes,Yes,28,Venmo,Trimestral
805,805,805,806,41,Masculino,Vestido,Roupas,30,Connecticut,L,White,Verão,3.7,Yes,Venmo,Next Day Air,Yes,Yes,40,Debit Card,Mensal
806,806,806,807,56,Masculino,Jeans,Roupas,56,Florida,L,Charcoal,Verão,2.7,Yes,Credit Card,Standard,Yes,Yes,46,PayPal,Trimestral
807,807,807,808,27,Masculino,T-shirt,Roupas,89,New York,S,Brown,Inverno,3.3,Yes,Bank Transfer,Express,Yes,Yes,15,Credit Card,Semanal
808,808,808,809,46,Masculino,Sapatos,Calçados,96,Wisconsin,L,Lavender,Outono,4.6,Yes,PayPal,Next Day Air,Yes,Yes,38,Cash,Cada 3 meses
809,809,809,810,48,Masculino,Botas,Calçados,81,South Carolina,M,Violet,Outono,4.9,Yes,PayPal,Next Day Air,Yes,Yes,30,PayPal,Cada 2 semanas
810,810,810,811,52,Masculino,Lenço,Acessórios,83,South Dakota,S,Lavender,Outono,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,32,Debit Card,Cada 2 semanas
811,811,811,812,18,Masculino,Tênis,Calçados,35,Illinois,M,Green,Inverno,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,36,Venmo,Trimestral
812,812,812,813,64,Masculino,Botas,Calçados,56,Alaska,M,Olive,Verão,3.2,Yes,PayPal,Standard,Yes,Yes,32,Credit Card,Semanal
813,813,813,814,54,Masculino,Bolsa,Acessórios,45,Montana,S,Olive,Verão,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Anual
814,814,814,815,31,Masculino,Camisa,Roupas,62,Minnesota,M,Pink,Inverno,3.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Mensal
815,815,815,816,30,Masculino,Chapéu,Acessórios,84,West Virginia,L,Teal,Primavera,3.0,Yes,Cash,Next Day Air,Yes,Yes,27,Venmo,Cada 2 semanas
816,816,816,817,26,Masculino,Suéter,Roupas,24,Illinois,L,Cyan,Verão,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,24,Debit Card,Mensal
817,817,817,818,25,Masculino,Bolsa,Acessórios,21,Nevada,S,Gray,Primavera,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,30,PayPal,Quinzenal
818,818,818,819,59,Masculino,Camisa,Roupas,91,Idaho,M,Peach,Inverno,4.9,Yes,Cash,Store Pickup,Yes,Yes,34,Debit Card,Mensal
819,819,819,820,55,Masculino,Óculos de sol,Acessórios,36,Colorado,S,Teal,Inverno,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,28,Debit Card,Trimestral
820,820,820,821,56,Masculino,Tênis,Calçados,39,Louisiana,M,Turquoise,Primavera,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,27,Debit Card,Mensal
821,821,821,822,62,Masculino,Hoodie,Roupas,39,Vermont,M,Green,Primavera,3.9,Yes,Cash,Standard,Yes,Yes,31,Credit Card,Cada 2 semanas
822,822,822,823,35,Masculino,Camisa,Roupas,59,Mississippi,L,Magenta,Inverno,3.4,Yes,Cash,Standard,Yes,Yes,23,Bank Transfer,Anual
823,823,823,824,51,Masculino,Óculos de sol,Acessórios,27,Georgia,M,Green,Inverno,2.5,Yes,PayPal,Free Shipping,Yes,Yes,11,Credit Card,Trimestral
824,824,824,825,61,Masculino,Blusa,Roupas,94,Georgia,M,White,Primavera,3.0,Yes,Venmo,Store Pickup,Yes,Yes,48,Cash,Trimestral
825,825,825,826,27,Masculino,Cinto,Acessórios,94,Nebraska,XL,Brown,Outono,3.6,Yes,Venmo,Next Day Air,Yes,Yes,17,Cash,Mensal
826,826,826,827,54,Masculino,Vestido,Roupas,94,Massachusetts,M,Purple,Inverno,3.6,Yes,Credit Card,Standard,Yes,Yes,36,PayPal,Semanal
827,827,827,828,31,Masculino,Sapatos,Calçados,51,Colorado,S,Green,Outono,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,33,Bank Transfer,Quinzenal
828,828,828,829,24,Masculino,Meias,Roupas,62,Nevada,M,Peach,Outono,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Cada 2 semanas
829,829,829,830,42,Masculino,Meias,Roupas,57,Idaho,S,Silver,Primavera,3.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,14,Credit Card,Quinzenal
830,830,830,831,41,Masculino,Shorts,Roupas,76,Wyoming,M,Maroon,Outono,4.2,Yes,Cash,Express,Yes,Yes,5,Credit Card,Anual
